section,feature_group,subgroup,key,value,elements,comment,source
Primary features [ edit | edit source ],Shop,"Food, beverages [ edit source ]",shop,wine,,,wikitable
Primary features [ edit | edit source ],Shop,"General store, department store, mall [ edit source ]",shop,department_store,,,wikitable
Primary features [ edit | edit source ],Shop,"General store, department store, mall [ edit source ]",shop,general,,,wikitable
Primary features [ edit | edit source ],Shop,"General store, department store, mall [ edit source ]",shop,kiosk,,,wikitable
Primary features [ edit | edit source ],Shop,"General store, department store, mall [ edit source ]",shop,mall,,,wikitable
Primary features [ edit | edit source ],Shop,"General store, department store, mall [ edit source ]",shop,supermarket,,,wikitable
Primary features [ edit | edit source ],Shop,"General store, department store, mall [ edit source ]",shop,wholesale,,,wikitable
Primary features [ edit | edit source ],Shop,"Clothing, shoes, accessories [ edit source ]",shop,baby_goods,,,wikitable
Primary features [ edit | edit source ],Shop,"Clothing, shoes, accessories [ edit source ]",shop,bag,,,wikitable
Primary features [ edit | edit source ],Shop,"Clothing, shoes, accessories [ edit source ]",shop,boutique,,,wikitable
Primary features [ edit | edit source ],Shop,"Clothing, shoes, accessories [ edit source ]",shop,clothes,,,wikitable
Primary features [ edit | edit source ],Shop,"Clothing, shoes, accessories [ edit source ]",shop,fabric,,,wikitable
Primary features [ edit | edit source ],Shop,"Clothing, shoes, accessories [ edit source ]",shop,fashion,,,wikitable
Primary features [ edit | edit source ],Shop,"Clothing, shoes, accessories [ edit source ]",shop,fashion_accessories,,,wikitable
Primary features [ edit | edit source ],Shop,"Clothing, shoes, accessories [ edit source ]",shop,jewelry,,,wikitable
Primary features [ edit | edit source ],Shop,"Clothing, shoes, accessories [ edit source ]",shop,leather,,,wikitable
Primary features [ edit | edit source ],Shop,"Clothing, shoes, accessories [ edit source ]",shop,sewing,,,wikitable
Primary features [ edit | edit source ],Shop,"Clothing, shoes, accessories [ edit source ]",shop,shoes,,,wikitable
Primary features [ edit | edit source ],Shop,"Clothing, shoes, accessories [ edit source ]",shop,shoe_repair,,,wikitable
Primary features [ edit | edit source ],Shop,"Clothing, shoes, accessories [ edit source ]",shop,tailor,,,wikitable
Primary features [ edit | edit source ],Shop,"Clothing, shoes, accessories [ edit source ]",shop,watches,,,wikitable
Primary features [ edit | edit source ],Shop,"Clothing, shoes, accessories [ edit source ]",shop,wool,,,wikitable
Primary features [ edit | edit source ],Shop,"Discount store, charity [ edit source ]",shop,charity,,,wikitable
Primary features [ edit | edit source ],Shop,"Discount store, charity [ edit source ]",shop,second_hand,,,wikitable
Primary features [ edit | edit source ],Shop,"Discount store, charity [ edit source ]",shop,variety_store,,,wikitable
Primary features [ edit | edit source ],Shop,Health and beauty [ edit source ],shop,beauty,,,wikitable
Primary features [ edit | edit source ],Shop,Health and beauty [ edit source ],shop,chemist,,,wikitable
Primary features [ edit | edit source ],Shop,Health and beauty [ edit source ],shop,cosmetics,,,wikitable
Primary features [ edit | edit source ],Shop,Health and beauty [ edit source ],shop,erotic,,,wikitable
Primary features [ edit | edit source ],Shop,Health and beauty [ edit source ],shop,hairdresser,,,wikitable
Primary features [ edit | edit source ],Shop,Health and beauty [ edit source ],shop,hairdresser_supply,,,wikitable
Primary features [ edit | edit source ],Shop,Health and beauty [ edit source ],shop,hearing_aids,,,wikitable
Primary features [ edit | edit source ],Shop,Health and beauty [ edit source ],shop,herbalist,,,wikitable
Primary features [ edit | edit source ],Shop,Health and beauty [ edit source ],shop,massage,,,wikitable
Primary features [ edit | edit source ],Shop,Health and beauty [ edit source ],shop,medical_supply,,,wikitable
Primary features [ edit | edit source ],Shop,Health and beauty [ edit source ],shop,nutrition_supplements,,,wikitable
Primary features [ edit | edit source ],Shop,Health and beauty [ edit source ],shop,optician,,,wikitable
Primary features [ edit | edit source ],Shop,Health and beauty [ edit source ],shop,perfumery,,,wikitable
Primary features [ edit | edit source ],Shop,Health and beauty [ edit source ],shop,piercing,,,wikitable
Primary features [ edit | edit source ],Shop,Health and beauty [ edit source ],shop,tattoo,,,wikitable
Primary features [ edit | edit source ],Shop,"Do-it-yourself, household, building materials, gardening [ edit source ]",shop,agrarian,,,wikitable
Primary features [ edit | edit source ],Shop,"Do-it-yourself, household, building materials, gardening [ edit source ]",shop,appliance,,,wikitable
Primary features [ edit | edit source ],Shop,"Do-it-yourself, household, building materials, gardening [ edit source ]",shop,bathroom_furnishing,,,wikitable
Primary features [ edit | edit source ],Shop,"Do-it-yourself, household, building materials, gardening [ edit source ]",shop,country_store,,,wikitable
Primary features [ edit | edit source ],Shop,"Do-it-yourself, household, building materials, gardening [ edit source ]",shop,doityourself,,,wikitable
Primary features [ edit | edit source ],Shop,"Do-it-yourself, household, building materials, gardening [ edit source ]",shop,electrical,,,wikitable
Primary features [ edit | edit source ],Shop,"Do-it-yourself, household, building materials, gardening [ edit source ]",shop,energy,,,wikitable
Primary features [ edit | edit source ],Shop,"Do-it-yourself, household, building materials, gardening [ edit source ]",shop,fireplace,,,wikitable
Primary features [ edit | edit source ],Shop,"Do-it-yourself, household, building materials, gardening [ edit source ]",shop,florist,,,wikitable
Primary features [ edit | edit source ],Shop,"Do-it-yourself, household, building materials, gardening [ edit source ]",shop,garden_centre,,,wikitable
Primary features [ edit | edit source ],Shop,"Do-it-yourself, household, building materials, gardening [ edit source ]",shop,garden_furniture,,,wikitable
Primary features [ edit | edit source ],Shop,"Do-it-yourself, household, building materials, gardening [ edit source ]",shop,gas,,,wikitable
Primary features [ edit | edit source ],Shop,"Do-it-yourself, household, building materials, gardening [ edit source ]",shop,glaziery,,,wikitable
Primary features [ edit | edit source ],Shop,"Do-it-yourself, household, building materials, gardening [ edit source ]",shop,groundskeeping,,,wikitable
Primary features [ edit | edit source ],Shop,"Do-it-yourself, household, building materials, gardening [ edit source ]",shop,hardware,,,wikitable
Primary features [ edit | edit source ],Shop,"Do-it-yourself, household, building materials, gardening [ edit source ]",shop,houseware,,,wikitable
Primary features [ edit | edit source ],Shop,"Do-it-yourself, household, building materials, gardening [ edit source ]",shop,locksmith,,,wikitable
Primary features [ edit | edit source ],Shop,"Do-it-yourself, household, building materials, gardening [ edit source ]",shop,paint,,,wikitable
Primary features [ edit | edit source ],Shop,"Do-it-yourself, household, building materials, gardening [ edit source ]",shop,pottery,,,wikitable
Primary features [ edit | edit source ],Shop,"Do-it-yourself, household, building materials, gardening [ edit source ]",shop,security,,,wikitable
Primary features [ edit | edit source ],Shop,"Do-it-yourself, household, building materials, gardening [ edit source ]",shop,tool_hire,,,wikitable
Primary features [ edit | edit source ],Shop,"Do-it-yourself, household, building materials, gardening [ edit source ]",shop,trade,,,wikitable
Primary features [ edit | edit source ],Shop,Furniture and interior [ edit source ],shop,antiques,,,wikitable
Primary features [ edit | edit source ],Shop,Furniture and interior [ edit source ],shop,bed,,,wikitable
Primary features [ edit | edit source ],Shop,Furniture and interior [ edit source ],shop,candles,,,wikitable
Primary features [ edit | edit source ],Shop,Furniture and interior [ edit source ],shop,carpet,,,wikitable
Primary features [ edit | edit source ],Shop,Furniture and interior [ edit source ],shop,curtain,,,wikitable
Primary features [ edit | edit source ],Shop,Furniture and interior [ edit source ],shop,doors,,,wikitable
Primary features [ edit | edit source ],Shop,Furniture and interior [ edit source ],shop,flooring,,,wikitable
Primary features [ edit | edit source ],Shop,Furniture and interior [ edit source ],shop,furniture,,,wikitable
Primary features [ edit | edit source ],Shop,Furniture and interior [ edit source ],shop,household_linen,,,wikitable
Primary features [ edit | edit source ],Shop,Furniture and interior [ edit source ],shop,interior_decoration,,,wikitable
Primary features [ edit | edit source ],Shop,Furniture and interior [ edit source ],shop,kitchen,,,wikitable
Primary features [ edit | edit source ],Shop,Furniture and interior [ edit source ],shop,lighting,,,wikitable
Primary features [ edit | edit source ],Shop,Furniture and interior [ edit source ],shop,tiles,,,wikitable
Primary features [ edit | edit source ],Shop,Furniture and interior [ edit source ],shop,window_blind,,,wikitable
Primary features [ edit | edit source ],Shop,Electronics [ edit source ],shop,computer,,,wikitable
Primary features [ edit | edit source ],Shop,Electronics [ edit source ],shop,electronics,,,wikitable
Primary features [ edit | edit source ],Shop,Electronics [ edit source ],shop,hifi,,,wikitable
Primary features [ edit | edit source ],Shop,Electronics [ edit source ],shop,mobile_phone,,,wikitable
Primary features [ edit | edit source ],Shop,Electronics [ edit source ],shop,printer_ink,,,wikitable
Primary features [ edit | edit source ],Shop,Electronics [ edit source ],shop,radiotechnics,,,wikitable
Primary features [ edit | edit source ],Shop,Electronics [ edit source ],shop,telecommunication,,,wikitable
Primary features [ edit | edit source ],Shop,Electronics [ edit source ],shop,vacuum_cleaner,,,wikitable
Primary features [ edit | edit source ],Shop,"Outdoors and sport, vehicles [ edit source ]",shop,[[ Too many Data Items entities accessed. | atv ]],,,wikitable
Primary features [ edit | edit source ],Shop,"Outdoors and sport, vehicles [ edit source ]",shop,aviation,,,wikitable
Primary features [ edit | edit source ],Shop,"Outdoors and sport, vehicles [ edit source ]",shop,bicycle,,,wikitable
Primary features [ edit | edit source ],Shop,"Outdoors and sport, vehicles [ edit source ]",shop,boat,,,wikitable
Primary features [ edit | edit source ],Shop,"Outdoors and sport, vehicles [ edit source ]",shop,car,,,wikitable
Primary features [ edit | edit source ],Shop,"Outdoors and sport, vehicles [ edit source ]",shop,car_parts,,,wikitable
Primary features [ edit | edit source ],Shop,"Outdoors and sport, vehicles [ edit source ]",shop,car_repair,,,wikitable
Primary features [ edit | edit source ],Shop,"Outdoors and sport, vehicles [ edit source ]",shop,caravan,,,wikitable
Primary features [ edit | edit source ],Shop,"Outdoors and sport, vehicles [ edit source ]",shop,fishing,,,wikitable
Primary features [ edit | edit source ],Shop,"Outdoors and sport, vehicles [ edit source ]",shop,fuel,,,wikitable
Primary features [ edit | edit source ],Shop,"Outdoors and sport, vehicles [ edit source ]",shop,golf,,,wikitable
Primary features [ edit | edit source ],Shop,"Outdoors and sport, vehicles [ edit source ]",shop,hunting,,,wikitable
Primary features [ edit | edit source ],Shop,"Outdoors and sport, vehicles [ edit source ]",shop,military_surplus,,,wikitable
Primary features [ edit | edit source ],Shop,"Outdoors and sport, vehicles [ edit source ]",shop,motorcycle,,,wikitable
Primary features [ edit | edit source ],Shop,"Outdoors and sport, vehicles [ edit source ]",shop,motorcycle_repair,,,wikitable
Primary features [ edit | edit source ],Shop,"Outdoors and sport, vehicles [ edit source ]",shop,outdoor,,,wikitable
Primary features [ edit | edit source ],Shop,"Outdoors and sport, vehicles [ edit source ]",shop,scooter,,,wikitable
Primary features [ edit | edit source ],Shop,"Outdoors and sport, vehicles [ edit source ]",shop,scuba_diving,,,wikitable
Primary features [ edit | edit source ],Shop,"Outdoors and sport, vehicles [ edit source ]",shop,ski,,,wikitable
Primary features [ edit | edit source ],Shop,"Outdoors and sport, vehicles [ edit source ]",shop,snowmobile,,,wikitable
Primary features [ edit | edit source ],Shop,"Outdoors and sport, vehicles [ edit source ]",shop,sports,,,wikitable
Primary features [ edit | edit source ],Shop,"Outdoors and sport, vehicles [ edit source ]",shop,surf,,,wikitable
Primary features [ edit | edit source ],Shop,"Outdoors and sport, vehicles [ edit source ]",shop,swimming_pool,,,wikitable
Primary features [ edit | edit source ],Shop,"Outdoors and sport, vehicles [ edit source ]",shop,trailer,,,wikitable
Primary features [ edit | edit source ],Shop,"Outdoors and sport, vehicles [ edit source ]",shop,truck,,,wikitable
Primary features [ edit | edit source ],Shop,"Outdoors and sport, vehicles [ edit source ]",shop,tyres,,,wikitable
Primary features [ edit | edit source ],Shop,"Art, music, hobbies [ edit source ]",shop,art,,,wikitable
Primary features [ edit | edit source ],Shop,"Art, music, hobbies [ edit source ]",shop,camera,,,wikitable
Primary features [ edit | edit source ],Shop,"Art, music, hobbies [ edit source ]",shop,collector,,,wikitable
Primary features [ edit | edit source ],Shop,"Art, music, hobbies [ edit source ]",shop,craft,,,wikitable
Primary features [ edit | edit source ],Shop,"Art, music, hobbies [ edit source ]",shop,frame,,,wikitable
Primary features [ edit | edit source ],Shop,"Art, music, hobbies [ edit source ]",shop,games,,,wikitable
Primary features [ edit | edit source ],Shop,"Art, music, hobbies [ edit source ]",shop,model,,,wikitable
Primary features [ edit | edit source ],Shop,"Art, music, hobbies [ edit source ]",shop,music,,,wikitable
Primary features [ edit | edit source ],Shop,"Art, music, hobbies [ edit source ]",shop,musical_instrument,,,wikitable
Primary features [ edit | edit source ],Shop,"Art, music, hobbies [ edit source ]",shop,photo,,,wikitable
Primary features [ edit | edit source ],Shop,"Art, music, hobbies [ edit source ]",shop,trophy,,,wikitable
Primary features [ edit | edit source ],Shop,"Art, music, hobbies [ edit source ]",shop,video,,,wikitable
Primary features [ edit | edit source ],Shop,"Art, music, hobbies [ edit source ]",shop,video_games,,,wikitable
Primary features [ edit | edit source ],Shop,"Stationery, gifts, books, newspapers [ edit source ]",shop,anime,,,wikitable
Primary features [ edit | edit source ],Shop,"Stationery, gifts, books, newspapers [ edit source ]",shop,books,,,wikitable
Primary features [ edit | edit source ],Shop,"Stationery, gifts, books, newspapers [ edit source ]",shop,gift,,,wikitable
Primary features [ edit | edit source ],Shop,"Stationery, gifts, books, newspapers [ edit source ]",shop,lottery,,,wikitable
Primary features [ edit | edit source ],Shop,"Stationery, gifts, books, newspapers [ edit source ]",shop,newsagent,,,wikitable
Primary features [ edit | edit source ],Shop,"Stationery, gifts, books, newspapers [ edit source ]",shop,stationery,,,wikitable
Primary features [ edit | edit source ],Shop,"Stationery, gifts, books, newspapers [ edit source ]",shop,ticket,,,wikitable
Primary features [ edit | edit source ],Shop,Others [ edit source ],shop,bookmaker,,,wikitable
Primary features [ edit | edit source ],Shop,Others [ edit source ],shop,cannabis,,,wikitable
Primary features [ edit | edit source ],Shop,Others [ edit source ],shop,copyshop,,,wikitable
Primary features [ edit | edit source ],Shop,Others [ edit source ],shop,dry_cleaning,,,wikitable
Primary features [ edit | edit source ],Shop,Others [ edit source ],shop,e-cigarette,,,wikitable
Primary features [ edit | edit source ],Shop,Others [ edit source ],shop,funeral_directors,,,wikitable
Primary features [ edit | edit source ],Shop,Others [ edit source ],shop,laundry,,,wikitable
Primary features [ edit | edit source ],Shop,Others [ edit source ],shop,money_lender,,,wikitable
Primary features [ edit | edit source ],Shop,Others [ edit source ],shop,outpost,,,wikitable
Primary features [ edit | edit source ],Shop,Others [ edit source ],shop,party,,,wikitable
Primary features [ edit | edit source ],Shop,Others [ edit source ],shop,pawnbroker,,,wikitable
Primary features [ edit | edit source ],Shop,Others [ edit source ],shop,pest_control,,,wikitable
Primary features [ edit | edit source ],Shop,Others [ edit source ],shop,pet,,,wikitable
Primary features [ edit | edit source ],Shop,Others [ edit source ],shop,pet_grooming,,,wikitable
Primary features [ edit | edit source ],Shop,Others [ edit source ],shop,pyrotechnics,,,wikitable
Primary features [ edit | edit source ],Shop,Others [ edit source ],shop,religion,,,wikitable
Primary features [ edit | edit source ],Shop,Others [ edit source ],shop,rental,,,wikitable
Primary features [ edit | edit source ],Shop,Others [ edit source ],shop,storage_rental,,,wikitable
Primary features [ edit | edit source ],Shop,Others [ edit source ],shop,tobacco,,,wikitable
Primary features [ edit | edit source ],Shop,Others [ edit source ],shop,toys,,,wikitable
Primary features [ edit | edit source ],Shop,Others [ edit source ],shop,travel_agency,,,wikitable
Primary features [ edit | edit source ],Shop,Others [ edit source ],shop,vacant,,,wikitable
Primary features [ edit | edit source ],Shop,Others [ edit source ],shop,vending_machine,,,wikitable
Primary features [ edit | edit source ],Shop,Others [ edit source ],shop,weapons,,,wikitable
Primary features [ edit | edit source ],Shop,Others [ edit source ],shop,yes,,,wikitable
Primary features [ edit | edit source ],Shop,Others [ edit source ],shop,user defined,,,wikitable
Primary features [ edit | edit source ],Telecom,,telecom,exchange,,(taglist; descriptions load from Taginfo in the wiki page),taglist
Primary features [ edit | edit source ],Telecom,,telecom,connection_point,,(taglist; descriptions load from Taginfo in the wiki page),taglist
Primary features [ edit | edit source ],Telecom,,telecom,distribution_point,,(taglist; descriptions load from Taginfo in the wiki page),taglist
Primary features [ edit | edit source ],Telecom,,telecom,service_device,,(taglist; descriptions load from Taginfo in the wiki page),taglist
Primary features [ edit | edit source ],Telecom,,telecom,data_center,,(taglist; descriptions load from Taginfo in the wiki page),taglist
Primary features [ edit | edit source ],Telecom,,telecom,line,,(taglist; descriptions load from Taginfo in the wiki page),taglist
Primary features [ edit | edit source ],Telecom,,telecom,cable_landing_station,,(taglist; descriptions load from Taginfo in the wiki page),taglist
Primary features [ edit | edit source ],Tourism,,tourism,alpine_hut,,(taglist; descriptions load from Taginfo in the wiki page),taglist
Primary features [ edit | edit source ],Tourism,,tourism,apartment,,(taglist; descriptions load from Taginfo in the wiki page),taglist
Primary features [ edit | edit source ],Tourism,,tourism,aquarium,,(taglist; descriptions load from Taginfo in the wiki page),taglist
Primary features [ edit | edit source ],Tourism,,tourism,artwork,,(taglist; descriptions load from Taginfo in the wiki page),taglist
Primary features [ edit | edit source ],Tourism,,tourism,attraction,,(taglist; descriptions load from Taginfo in the wiki page),taglist
Primary features [ edit | edit source ],Tourism,,tourism,camp_pitch,,(taglist; descriptions load from Taginfo in the wiki page),taglist
Primary features [ edit | edit source ],Tourism,,tourism,camp_site,,(taglist; descriptions load from Taginfo in the wiki page),taglist
Primary features [ edit | edit source ],Tourism,,tourism,caravan_site,,(taglist; descriptions load from Taginfo in the wiki page),taglist
Primary features [ edit | edit source ],Tourism,,tourism,chalet,,(taglist; descriptions load from Taginfo in the wiki page),taglist
Primary features [ edit | edit source ],Tourism,,tourism,gallery,,(taglist; descriptions load from Taginfo in the wiki page),taglist
Primary features [ edit | edit source ],Tourism,,tourism,guest_house,,(taglist; descriptions load from Taginfo in the wiki page),taglist
Primary features [ edit | edit source ],Tourism,,tourism,hostel,,(taglist; descriptions load from Taginfo in the wiki page),taglist
Primary features [ edit | edit source ],Tourism,,tourism,hotel,,(taglist; descriptions load from Taginfo in the wiki page),taglist
Primary features [ edit | edit source ],Tourism,,tourism,information,,(taglist; descriptions load from Taginfo in the wiki page),taglist
Primary features [ edit | edit source ],Tourism,,tourism,motel,,(taglist; descriptions load from Taginfo in the wiki page),taglist
Primary features [ edit | edit source ],Tourism,,tourism,museum,,(taglist; descriptions load from Taginfo in the wiki page),taglist
Primary features [ edit | edit source ],Tourism,,tourism,picnic_site,,(taglist; descriptions load from Taginfo in the wiki page),taglist
Primary features [ edit | edit source ],Tourism,,tourism,theme_park,,(taglist; descriptions load from Taginfo in the wiki page),taglist
Primary features [ edit | edit source ],Tourism,,tourism,viewpoint,,(taglist; descriptions load from Taginfo in the wiki page),taglist
Primary features [ edit | edit source ],Tourism,,tourism,wilderness_hut,,(taglist; descriptions load from Taginfo in the wiki page),taglist
Primary features [ edit | edit source ],Tourism,,tourism,zoo,,(taglist; descriptions load from Taginfo in the wiki page),taglist
Primary features [ edit | edit source ],Tourism,,tourism,yes,,(taglist; descriptions load from Taginfo in the wiki page),taglist
Primary features [ edit | edit source ],Water,,water,river,,(taglist; descriptions load from Taginfo in the wiki page),taglist
Primary features [ edit | edit source ],Water,,water,oxbow,,(taglist; descriptions load from Taginfo in the wiki page),taglist
Primary features [ edit | edit source ],Water,,water,canal,,(taglist; descriptions load from Taginfo in the wiki page),taglist
Primary features [ edit | edit source ],Water,,water,ditch,,(taglist; descriptions load from Taginfo in the wiki page),taglist
Primary features [ edit | edit source ],Water,,water,lock,,(taglist; descriptions load from Taginfo in the wiki page),taglist
Primary features [ edit | edit source ],Water,,water,fish_pass,,(taglist; descriptions load from Taginfo in the wiki page),taglist
Primary features [ edit | edit source ],Water,,water,lake,,(taglist; descriptions load from Taginfo in the wiki page),taglist
Primary features [ edit | edit source ],Water,,water,reservoir,,(taglist; descriptions load from Taginfo in the wiki page),taglist
Primary features [ edit | edit source ],Water,,water,pond,,(taglist; descriptions load from Taginfo in the wiki page),taglist
Primary features [ edit | edit source ],Water,,water,basin,,(taglist; descriptions load from Taginfo in the wiki page),taglist
Primary features [ edit | edit source ],Water,,water,lagoon,,(taglist; descriptions load from Taginfo in the wiki page),taglist
Primary features [ edit | edit source ],Water,,water,stream_pool,,(taglist; descriptions load from Taginfo in the wiki page),taglist
Primary features [ edit | edit source ],Water,,water,reflecting_pool,,(taglist; descriptions load from Taginfo in the wiki page),taglist
Primary features [ edit | edit source ],Water,,water,moat,,(taglist; descriptions load from Taginfo in the wiki page),taglist
Primary features [ edit | edit source ],Water,,water,wastewater,,(taglist; descriptions load from Taginfo in the wiki page),taglist
Primary features [ edit | edit source ],Waterway,Natural watercourses [ edit source ],waterway,river,,(taglist; descriptions load from Taginfo in the wiki page),taglist
Primary features [ edit | edit source ],Waterway,Natural watercourses [ edit source ],waterway,riverbank,,(taglist; descriptions load from Taginfo in the wiki page),taglist
Primary features [ edit | edit source ],Waterway,Natural watercourses [ edit source ],waterway,stream,,(taglist; descriptions load from Taginfo in the wiki page),taglist
Primary features [ edit | edit source ],Waterway,Natural watercourses [ edit source ],waterway,tidal_channel,,(taglist; descriptions load from Taginfo in the wiki page),taglist
Primary features [ edit | edit source ],Waterway,Man-made waterways [ edit source ],waterway,canal,,(taglist; descriptions load from Taginfo in the wiki page),taglist
Primary features [ edit | edit source ],Waterway,Man-made waterways [ edit source ],waterway,drain,,(taglist; descriptions load from Taginfo in the wiki page),taglist
Primary features [ edit | edit source ],Waterway,Man-made waterways [ edit source ],waterway,ditch,,(taglist; descriptions load from Taginfo in the wiki page),taglist
Primary features [ edit | edit source ],Waterway,Man-made waterways [ edit source ],waterway,pressurised,,(taglist; descriptions load from Taginfo in the wiki page),taglist
Primary features [ edit | edit source ],Waterway,Man-made waterways [ edit source ],waterway,fairway,,(taglist; descriptions load from Taginfo in the wiki page),taglist
Primary features [ edit | edit source ],Waterway,Facilities [ edit source ],waterway,dock,,(taglist; descriptions load from Taginfo in the wiki page),taglist
Primary features [ edit | edit source ],Waterway,Facilities [ edit source ],waterway,boatyard,,(taglist; descriptions load from Taginfo in the wiki page),taglist
Primary features [ edit | edit source ],Waterway,Barriers on waterways [ edit source ],waterway,dam,,(taglist; descriptions load from Taginfo in the wiki page),taglist
Primary features [ edit | edit source ],Waterway,Barriers on waterways [ edit source ],waterway,weir,,(taglist; descriptions load from Taginfo in the wiki page),taglist
Primary features [ edit | edit source ],Waterway,Barriers on waterways [ edit source ],waterway,waterfall,,(taglist; descriptions load from Taginfo in the wiki page),taglist
Primary features [ edit | edit source ],Waterway,Barriers on waterways [ edit source ],waterway,lock_gate,,(taglist; descriptions load from Taginfo in the wiki page),taglist
Primary features [ edit | edit source ],Waterway,Other features on waterways [ edit source ],waterway,soakhole,,(taglist; descriptions load from Taginfo in the wiki page),taglist
Primary features [ edit | edit source ],Waterway,Other features on waterways [ edit source ],waterway,turning_point,,(taglist; descriptions load from Taginfo in the wiki page),taglist
Primary features [ edit | edit source ],Waterway,Other features on waterways [ edit source ],waterway,water_point,,(taglist; descriptions load from Taginfo in the wiki page),taglist
Primary features [ edit | edit source ],Waterway,Other features on waterways [ edit source ],waterway,fuel,,(taglist; descriptions load from Taginfo in the wiki page),taglist
Additional properties [ edit | edit source ],Addresses,Tags for individual houses [ edit source ],addr:housenumber,user defined,node area,"The house number (may contain letters, dashes or other characters). Addresses describes ways to tag a single building with multiple addresses. Please do not only tag addr:housenumber =* , but also add at least addr:street =* or addr:place =* for places without streets (or map the belonging to a street with a relation using associatedStreet relation or street relation .) Some language have surfix in housenumber, for example, in France there are ""bis"", ""ter"" to indicate this is the second/third time in a continuous housenumber series. (In Chinese there are similar things 甲/乙/丙 for distinction.) Also in some Asian language there are surfix ""号"" or ""號"" for serial number, also widely used in housenumber. Whether contain the surfix in value still have different opinion in those places community.",wikitable
Additional properties [ edit | edit source ],Addresses,Tags for individual houses [ edit source ],addr:housename,user defined,node area,"The name of a house. This is sometimes used in some countries like England, Spain, Portugal, Latvia instead of (or in addition to) a house number.",wikitable
Additional properties [ edit | edit source ],Addresses,Tags for individual houses [ edit source ],addr:flats,user defined,node,The unit numbers (a range or a list) of the flats or apartments located behind a single entrance door.,wikitable
Additional properties [ edit | edit source ],Addresses,Tags for individual houses [ edit source ],addr:conscriptionnumber,user defined,node area,"This special kind of housenumber relates to a settlement instead of a street. Conscription numbers were introduced in the Austro-Hungarian Empire and are still in use in some parts of Europe, sometimes together with street-related housenumbers which are also called orientation numbers .",wikitable
Additional properties [ edit | edit source ],Addresses,Tags for individual houses [ edit source ],addr:street,user defined,node area,"The name of the respective street. If the street name is very long or nonexistent, the ref of the respective street. A way with highway =* or a square with place = square and the corresponding name should be found nearby. The belonging to a street can alternatively be represented by a associatedStreet relation or street relation . The keys addr:housenumber =* and addr:street =* in principle are the only necessary ones if there are valid border polygons. If you are not sure if it is so, just add addr:city =* , addr:postcode =* and addr:country =* .",wikitable
Additional properties [ edit | edit source ],Addresses,Tags for individual houses [ edit source ],addr:place,user defined,node area,"This is part of an address which refers to the name of some territorial zone (usually a place =* like island, square or very small village) instead of a street ( highway =* ). Should not be used together with addr:street =* .",wikitable
Additional properties [ edit | edit source ],Addresses,Tags for individual houses [ edit source ],addr:postcode,user defined,node area,The postal code of the building/area. Some mappers prefer to rely on boundary = postal_code,wikitable
Additional properties [ edit | edit source ],Addresses,Tags for individual houses [ edit source ],addr:city,user defined,node area,"The name of the city as given in postal addresses of the building/area. (In some places the city in the address corresponds to the post office that serves the area rather than the actual city, if any, in which the building is located.) Some mappers assume it can be derived from a boundary = administrative relation.",wikitable
Additional properties [ edit | edit source ],Addresses,Tags for individual houses [ edit source ],addr:country,user defined,node area,"The ISO 3166-1 alpha-2 two letter country code in upper case . Example: ""DE"" for Germany, ""CH"" for Switzerland, ""AT"" for Austria, ""FR"" for France, ""IT"" for Italy. Caveat: The ISO 3166-1 code for Great Britain is "" GB "" and not ""UK"". More or less favoured in different national communities.",wikitable
Additional properties [ edit | edit source ],Addresses,Tags for individual houses [ edit source ],addr:postbox,user defined,node area,"Use this for addressing postal service Post Office Box (PO Box, BP - Boîte Postale, CP - Case Postale, Поштански преградак, Поштански фах, Поштански претинац) as alternative to addressing using street names. Example: ""PO Box 34""",wikitable
Additional properties [ edit | edit source ],Addresses,Tags for individual houses [ edit source ],addr:full,user defined,node area,"Use this for a full-text, often multi-line, address if you find the structured address fields unsuitable for denoting the address of this particular location. Examples: ""Fifth house on the left after the village oak, Smalltown, Smallcountry"", or addresses using special delivery names or codes (possibly via an unrelated city name and post code), or PO Boxes. Beware that these strings can hardly be parsed by software: ""1200 West Sunset Boulevard Suite 110A"" is still better represented as addr:housenumber = 1200 + addr:street = West Sunset Boulevard + addr:unit = 110A .",wikitable
Additional properties [ edit | edit source ],Addresses,"For countries using hamlet, subdistrict, district, province, state, county [ edit source ]",addr:hamlet,user defined,node area,"The hamlet of the object. In France, some addresses use hamlets instead of street names, use the generic addr:place =* instead.",wikitable
Additional properties [ edit | edit source ],Addresses,"For countries using hamlet, subdistrict, district, province, state, county [ edit source ]",addr:suburb,user defined,node area,If an address exists several times in a city. You have to add the name of the settlement. See Australian definition of suburb .,wikitable
Additional properties [ edit | edit source ],Addresses,"For countries using hamlet, subdistrict, district, province, state, county [ edit source ]",addr:subdistrict,user defined,node area,The subdistrict of the object.,wikitable
Additional properties [ edit | edit source ],Addresses,"For countries using hamlet, subdistrict, district, province, state, county [ edit source ]",addr:district,user defined,node area,The district of the object.,wikitable
Additional properties [ edit | edit source ],Addresses,"For countries using hamlet, subdistrict, district, province, state, county [ edit source ]",addr:province,user defined,node area,"The province of the object. For Canada, uppercase two-letter postal abbreviations ( BC , AB , ON , QC , etc.) are used. In Russia a synonym {{{key:addr:region}}} is widely used",wikitable
